Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-04-30,20:00:00,4.4,1449.25,501.0,19.494597136811635,1282.25,254.0,625.0,133.0,2099.5,1568.5,19.075000286102,61.075000762939,1.3344998617192159
2004-04-30,21:00:00,3.1,1362.5,234.0,15.100351352212376,1151.75,189.0,683.75,110.0,1951.25,1494.75,18.200000286102,65.350002288818,1.3528881259062195
2004-04-30,22:00:00,3.0,1371.25,212.0,14.59473877353001,1135.75,174.0,689.0,102.0,1926.75,1471.25,18.074999809265,66.10000038147,1.357868855272095
2004-04-30,23:00:00,3.1,1406.25,275.0,13.697100382456913,1106.75,167.0,718.25,108.0,1871.5,1383.75,17.699999809265,66.875,1.3422182010696533
2004-05-01,00:00:00,3.5,1424.5,275.0,15.187991985721865,1154.5,185.0,709.25,110.0,1935.75,1788.75,17.775000095367,66.750001907349,1.345959864201086
2004-05-01,01:00:00,2.4,1179.0,,9.293399930759755,950.75,129.0,825.75,84.0,1723.5,1322.5,17.275000095367,68.27499961853,1.3345848697226224
2004-05-01,02:00:00,1.6,1046.75,,6.462705341030986,833.0,85.0,939.25,71.0,1647.25,1081.0,16.525000095367,70.224998474121,1.3099186335166972
2004-05-01,03:00:00,1.3,1009.25,,6.280933632518836,824.75,,950.0,,1628.5,937.75,15.650000095367,73.075000762939,1.2902305208881812
2004-05-01,04:00:00,,882.25,,3.542514346206186,684.75,35.0,1133.5,42.0,1492.0,672.75,16.174999952316,69.89999961853,1.2755733418332384
2004-05-01,05:00:00,0.6,858.0,,2.566706973107863,624.0,24.0,1205.25,32.0,1434.25,543.0,16.650000095367,67.124999046326,1.2619229465477226
2004-05-01,06:00:00,0.7,874.5,,3.104478541444618,658.5,30.0,1180.0,35.0,1451.75,561.25,16.724999904633,66.874998092651,1.2631312913600283
2004-05-01,07:00:00,1.2,1012.0,,6.451625978003892,832.5,75.0,915.75,67.0,1632.25,861.75,16.875000476837,66.549999237061,1.2688256915163194
2004-05-01,08:00:00,1.5,1049.25,,6.534918634306473,836.25,79.0,926.0,73.0,1615.0,900.75,17.724999427795,61.97500038147,1.245804234450369
2004-05-01,09:00:00,1.8,1131.0,,8.81989445253267,932.25,104.0,854.25,86.0,1692.75,1048.25,19.425000190735,54.574999809265,1.218386356145657
2004-05-01,10:00:00,2.1,1119.5,,8.781965454686262,930.75,118.0,885.75,89.0,1651.5,970.5,21.575000286102,46.075000762939,1.1725221760612545
2004-05-01,11:00:00,1.9,1117.25,,9.15795459328947,945.5,105.0,909.0,86.0,1656.5,915.0,24.625,36.674999237061,1.1201715962503869
2004-05-01,12:00:00,2.0,1109.5,,9.209452844252331,947.5,101.0,900.5,86.0,1632.0,890.75,26.000000476837,31.900001049042,1.0565930479855168
2004-05-01,13:00:00,1.3,961.75,,6.0797640503425585,815.5,65.0,1043.75,66.0,1489.25,627.75,25.575000286102,31.52499961853,1.0184177367979412
2004-05-01,14:00:00,1.3,963.25,,6.512662727014059,835.25,59.0,1028.5,68.0,1495.25,555.75,24.775000572205,34.774998664856,1.0716122290175427
2004-05-01,15:00:00,1.8,1050.25,,9.215898780684322,947.75,80.0,928.0,82.0,1583.75,651.5,26.125,30.275000572205,1.0101488818677111
2004-05-01,16:00:00,2.0,1053.25,,8.276765149047742,910.5,98.0,948.75,91.0,1603.25,683.0,25.474999904633,33.525000572205,1.076671251067215
2004-05-01,17:00:00,1.8,1044.75,,8.25214813535065,909.5,89.0,947.5,95.0,1597.5,623.75,23.674999713898,37.22500038147,1.0745750328232098
2004-05-01,18:00:00,2.4,1123.75,,10.963457959141822,1013.0,114.0,849.25,104.0,1675.75,732.75,22.25,38.949999809265,1.0323931961051376
2004-05-01,19:00:00,4.0,1329.75,,14.712582780369386,1139.5,195.0,759.25,131.0,1780.25,1062.25,20.650000095367,42.799999237061,1.029761382249692
2004-05-01,20:00:00,2.8,1170.75,,10.762921529695845,1005.75,156.0,834.75,112.0,1673.75,988.25,18.974999904633,51.675000190735,1.1221836115191808
2004-05-01,21:00:00,2.0,1085.0,,9.377671550694837,954.0,109.0,866.25,100.0,1655.5,870.5,17.75,55.500000953674,1.1173779602099327
2004-05-01,22:00:00,3.6,1358.25,,14.838728111641782,1143.5,184.0,727.0,115.0,1851.25,1242.5,17.39999961853,57.574999809265,1.1342188587141384
2004-05-01,23:00:00,3.7,1385.0,,13.310158892741038,1094.0,190.0,764.75,129.0,1768.75,1174.5,17.574999809265,58.47500038147,1.1645498714220024
2004-05-02,00:00:00,2.3,1167.0,,8.369357194834848,914.25,105.0,876.0,99.0,1599.25,1125.5,17.224999904633,59.275000572205,1.1550581821163557
2004-05-02,01:00:00,1.8,1072.0,,7.862537749302659,893.5,76.0,892.5,74.0,1645.5,1118.0,17.050000190735,60.35000038147,1.163250473616806
2004-05-02,02:00:00,0.9,938.25,,5.524163125188419,789.25,38.0,988.75,55.0,1535.75,864.0,16.400000095367,62.175000190735,1.1507195187773593
2004-05-02,03:00:00,1.6,999.75,,6.573944331732766,838.0,,909.5,,1580.0,942.0,14.849999904633,67.625,1.1351921625980057
2004-05-02,04:00:00,,854.25,,3.2975045724737595,670.25,26.0,1141.25,35.0,1460.0,683.5,14.824999809265,65.800001144409,1.10280957461542
2004-05-02,05:00:00,0.6,814.75,,2.630592414772159,628.25,33.0,1211.75,37.0,1425.5,689.25,14.650000095367,65.22500038147,1.0811178640049033
2004-05-02,06:00:00,0.7,865.5,,3.6200695828222633,689.25,57.0,1138.25,45.0,1456.25,766.5,13.125,70.174999237061,1.0554236171580664
2004-05-02,07:00:00,0.8,910.5,,4.755590080852426,751.0,48.0,1035.75,46.0,1518.0,816.5,14.299999952316,66.174999237061,1.072763358668052
2004-05-02,08:00:00,1.2,987.5,,5.876070610205183,806.0,87.0,951.25,68.0,1568.25,940.25,15.950000047684,61.599999427795,1.10834256581309
2004-05-02,09:00:00,1.4,1046.0,,6.872631584563263,851.25,94.0,919.5,77.0,1595.25,907.75,17.724999904633,56.425000190735,1.1342397065630485
2004-05-02,10:00:00,1.6,1084.6666666667,,8.45410087335922,917.66666666667,89.0,890.0,79.0,1639.0,871.33333333333,21.266667048136,44.666666666667,1.1156688877553151
2004-05-02,11:00:00,1.3,1007.75,,6.085164330889835,815.75,78.0,1015.0,72.0,1530.75,689.25,23.575000286102,36.35000038147,1.0430787108638022
2004-05-02,12:00:00,1.3,1004.25,,6.199041963295953,821.0,72.0,1030.75,68.0,1510.0,628.5,24.25,33.974999427795,1.0148846185036786
2004-05-02,13:00:00,1.1,948.0,,4.814091628341016,754.0,64.0,1086.0,64.0,1436.25,601.75,24.400000095367,32.724999904633,0.9862855796735776
2004-05-02,14:00:00,1.2,1026.25,,6.7818659104834325,847.25,70.0,1009.75,73.0,1518.75,617.25,24.550000190735,31.724999427795,0.9646873238601724
2004-05-02,15:00:00,1.5,1046.5,,7.044201699807389,858.75,92.0,947.5,84.0,1537.75,676.75,23.875,34.300000190735,1.0020045812528013
2004-05-02,16:00:00,1.1,1017.5,,5.539721776547866,790.0,69.0,1046.75,67.0,1443.25,579.75,25.925000667572,28.074999809265,0.9258167360132992
2004-05-02,17:00:00,1.9,1159.5,,9.462267272690145,957.25,131.0,883.75,106.0,1637.25,860.75,24.525000095367,32.324999809265,0.9814769283213975
2004-05-02,18:00:00,2.3,1268.5,,11.910476043392213,1046.5,144.0,808.5,114.0,1720.75,1079.75,22.550000190735,39.274998664856,1.0599529419624234
2004-05-02,19:00:00,3.3,1394.0,,13.811805346219717,1110.5,209.0,736.0,123.0,1853.25,1287.5,21.224999904633,47.47500038147,1.182824505154326
2004-05-02,20:00:00,2.6,1291.75,,10.687269183772557,1003.0,170.0,788.75,108.0,1753.0,1163.0,19.924999713898,54.874999046326,1.263178057417721
2004-05-02,21:00:00,2.2,1211.75,,9.698220270852254,966.25,152.0,840.0,100.0,1690.75,1043.25,19.425000667572,52.14999961853,1.1642482838108648
2004-05-02,22:00:00,2.3,1137.25,,10.197722066388899,985.0,171.0,857.75,118.0,1606.5,1044.75,19.400000095367,42.550000190735,0.9484724384186732
2004-05-02,23:00:00,2.0,1080.25,,8.264452734590268,910.0,153.0,922.75,121.0,1547.5,928.75,19.125,44.074999809265,0.9660119102844416
2004-05-03,00:00:00,1.6,1030.75,,7.096024091253,861.0,97.0,903.0,94.0,1533.5,824.5,18.02499961853,49.25,1.0085973595317215
2004-05-03,01:00:00,0.8,916.5,,3.03588610173811,654.25,37.0,1169.25,52.0,1414.0,545.25,17.624999523163,54.64999961853,1.0917594257775494
2004-05-03,02:00:00,0.6,888.0,,2.1870838868752016,597.75,26.0,1228.25,39.0,1396.75,499.75,16.400000095367,62.100001335144,1.149331458516004
2004-05-03,03:00:00,0.4,871.5,,1.7344371607597269,563.75,,1284.0,,1385.0,493.5,15.600000143051,65.25,1.148448538924949
2004-05-03,04:00:00,,875.5,,1.5280687741425976,547.0,25.0,1256.25,33.0,1351.0,504.75,15.950000047684,61.374999046326,1.104294229734799
2004-05-03,05:00:00,0.7,963.75,,3.7465224539215742,696.5,61.0,1066.5,57.0,1515.75,716.75,15.75,64.250000953674,1.1415767579524452
2004-05-03,06:00:00,1.3,1146.5,,8.172358854909016,906.25,152.0,815.25,80.0,1686.75,1126.25,15.950000286102,65.825000762939,1.1843612339424976
2004-05-03,07:00:00,3.4,1492.75,,21.128691785644097,1327.5,283.0,577.25,101.0,2193.25,1596.75,16.824999809265,62.450000762939,1.1869445012387092
2004-05-03,08:00:00,4.7,1597.0,,26.484172419185324,1466.25,320.0,517.75,109.0,2399.75,1687.0,16.900000095367,66.050000190735,1.261259671305628
2004-05-03,09:00:00,3.4,1483.25,,17.389585098903208,1221.5,318.0,596.5,109.0,2054.25,1529.0,17.375000476837,68.925003051758,1.3557021365898116
2004-05-03,10:00:00,2.5,1221.5,,12.883301872920768,1079.75,201.0,741.5,111.0,1754.75,1366.25,21.35000038147,44.97500038147,1.129054437708608
2004-05-03,11:00:00,2.0,1060.25,,10.880285962841752,1010.0,135.0,857.75,102.0,1623.0,1074.25,23.925000190735,30.724999904633,0.9002430484051406
2004-05-03,12:00:00,1.9,1047.75,,10.963457959141822,1013.0,127.0,885.75,96.0,1583.75,940.25,26.75,25.200000286102,0.8721333176626332
2004-05-03,13:00:00,1.7,1050.5,,10.824988044464702,1008.0,102.0,911.25,90.0,1561.0,920.5,28.425000190735,23.550000190735,0.8982761143024537
2004-05-03,14:00:00,1.4,997.5,,9.969956267880697,976.5,74.0,946.75,69.0,1495.75,695.25,30.324999809265,20.075000286102,0.8539255124155407
2004-05-03,15:00:00,1.5,1057.75,,11.242645342095422,1023.0,81.0,895.5,74.0,1580.0,795.0,30.925000190735,19.650000095367,0.8648787402940972
2004-05-03,16:00:00,2.4,1203.25,,16.80230750836118,1204.0,129.0,790.0,102.0,1744.25,1078.5,30.249999523163,20.474999904633,0.8672227776430012
2004-05-03,17:00:00,3.9,1491.0,,23.55415774776459,1392.0,190.0,629.5,128.0,2149.0,1473.25,26.400000095367,34.574999809265,1.172355353576438
2004-05-03,18:00:00,4.2,1467.0,,23.28550574957621,1385.0,192.0,622.5,130.0,2084.25,1492.5,24.949999809265,39.39999961853,1.226762782077091
2004-05-03,19:00:00,3.7,1407.25,,19.370544598978416,1278.75,163.0,659.75,120.0,2008.5,1308.0,23.5,43.699999809265,1.24839178565879
2004-05-03,20:00:00,3.2,1323.5,,13.054828473500859,1085.5,149.0,692.0,113.0,1902.5,1188.75,19.349999904633,63.124999046326,1.4027940697640735
2004-05-03,21:00:00,2.0,1213.75,,9.790648164067562,969.75,119.0,777.0,100.0,1771.25,1075.5,18.749999523163,64.599998474121,1.383560392904387
2004-05-03,22:00:00,1.1,1015.5,,5.338916979838759,780.25,61.0,966.5,70.0,1565.75,806.0,19.499999523163,57.10000038147,1.2806341900341276
2004-05-03,23:00:00,1.5,1134.5,,6.669133099118774,842.25,84.0,872.0,83.0,1652.75,972.75,18.89999961853,62.549999237061,1.3520907127873452
2004-05-04,00:00:00,1.3,1064.75,,5.513801056881632,788.75,79.0,936.0,81.0,1620.25,929.0,18.424999713898,65.75,1.3802335381691933
2004-05-04,01:00:00,1.0,999.0,,3.6721703843577305,692.25,58.0,1037.75,69.0,1588.25,777.5,16.424999713898,79.199998855591,1.4681109020756793
2004-05-04,02:00:00,0.6,910.5,,2.1975696365984105,598.5,32.0,1189.25,48.0,1516.75,633.25,16.124999523163,80.049999237061,1.4562203048020994
2004-05-04,03:00:00,0.4,872.5,,1.498226967449557,544.5,,1307.5,,1471.0,497.0,15.649999856949,81.000001907349,1.4301563050688808
2004-05-04,04:00:00,,880.75,,1.51908989134763,546.25,21.0,1334.5,28.0,1465.0,457.75,15.550000190735,81.025001525879,1.4216154627242876
2004-05-04,05:00:00,0.6,966.5,,2.900666704377631,645.75,49.0,1116.75,47.0,1552.0,578.5,15.675000190735,80.5,1.4235670196726942
2004-05-04,06:00:00,1.9,1280.0,,9.943304590471374,975.5,180.0,780.0,88.0,1911.75,1002.75,16.025000095367,80.775001525879,1.4602133960491046
2004-05-04,07:00:00,4.5,1564.25,,23.03722055740186,1378.5,302.0,551.5,109.0,2306.0,1393.0,16.550000190735,77.999998092651,1.457224966902974
2004-05-04,08:00:00,4.3,1505.25,,22.25222568641504,1357.75,258.0,555.5,113.0,2248.25,1406.25,16.125,79.150001525879,1.4398481435941537
2004-05-04,09:00:00,3.2,1308.5,,16.20724746898854,1186.0,192.0,648.5,104.0,1973.0,1307.75,17.650000095367,70.825000762939,1.4170908184750293
2004-05-04,10:00:00,1.3,1035.0,,7.904759767489353,895.25,84.0,897.5,65.0,1656.75,862.5,20.250000476837,54.799999237061,1.2867391220858684
2004-05-04,11:00:00,2.2,1147.75,,12.352616700065974,1061.75,128.0,753.25,87.0,1825.0,1003.75,21.200000286102,49.325000762939,1.227056161245982
2004-05-04,12:00:00,2.6,1151.75,,13.620857081130447,1104.25,145.0,724.75,99.0,1859.5,1022.75,21.549999713898,47.925000190735,1.2177590855921783
2004-05-04,13:00:00,2.3,1130.5,,12.279664077200536,1059.25,132.0,771.5,100.0,1784.25,977.75,21.449999809265,47.699999809265,1.2047328268422461
2004-05-04,14:00:00,2.4,1141.75,,12.105330063304645,1053.25,136.0,753.25,105.0,1813.5,979.25,20.35000038147,54.0,1.2757105297944211
2004-05-04,15:00:00,2.6,1197.25,,12.935403223060518,1081.5,140.0,752.75,97.0,1851.25,970.75,19.949999809265,57.074999809265,1.3158297935703238
2004-05-04,16:00:00,1.2,959.5,,6.341278497026854,827.5,55.0,971.0,54.0,1564.75,616.5,19.924999713898,55.175000190735,1.2700838409148238
2004-05-04,17:00:00,1.6,1077.25,,10.63924528110766,1001.25,67.0,836.0,59.0,1764.0,717.25,19.525000095367,55.700000762939,1.2511514248390805
2004-05-04,18:00:00,3.9,1377.0,,20.58079447046756,1312.5,191.0,611.5,109.0,2119.5,1219.5,18.349999904633,62.824999809265,1.3127343148677677
2004-05-04,19:00:00,4.7,1404.5,,22.064807192222005,1352.75,227.0,602.25,125.0,2185.0,1296.25,17.200000286102,68.299999237061,1.3288523623140147
2004-05-04,20:00:00,5.4,1484.0,,20.81746308831208,1319.0,264.0,590.75,132.0,2165.5,1413.25,16.099999904633,75.175001144409,1.3653933324069483
2004-05-04,21:00:00,3.0,1186.5,,11.774165410493623,1041.75,196.0,765.5,110.0,1839.5,1092.5,16.574999570847,70.824998855591,1.3252502068530976
2004-05-04,22:00:00,0.9,869.5,,4.340616682903839,729.25,43.0,1096.0,53.0,1475.0,585.5,18.499999523163,56.0,1.1810173761180707
2004-05-04,23:00:00,1.1,931.5,,5.026220202644115,764.75,58.0,1054.25,61.0,1542.75,574.75,17.324999332428,59.5,1.1666837831085262
2004-05-05,00:00:00,0.7,830.25,,2.328646677612899,607.75,33.0,1281.5,41.0,1369.75,441.0,18.625,52.324998855591,1.1120584448897166
2004-05-05,01:00:00,0.5,778.0,,1.3756440392284806,534.0,14.0,1479.5,22.0,1294.25,358.25,19.0,49.800001144409,1.0831306950849509
2004-05-05,02:00:00,0.5,820.0,,1.4529578265783594,540.66666666667,18.0,1449.6666666667,28.0,1360.0,377.0,15.666666348775,64.500001271566,1.1400237767343326
2004-05-05,03:00:00,0.5,841.5,,1.7534594790397697,565.25,,1326.75,,1398.75,436.5,15.475000143051,66.949998855591,1.1691247997379404
2004-05-05,04:00:00,,866.5,,2.0595230364437205,588.5,28.0,1266.75,41.0,1439.0,468.25,14.675000190735,74.099998474121,1.2301709527726632
2004-05-05,05:00:00,0.8,926.5,,3.486948129647091,681.5,56.0,1109.0,54.0,1526.25,579.5,14.575000047684,77.14999961853,1.2727093142218535
2004-05-05,06:00:00,1.3,1059.75,,6.855573841730506,850.5,108.0,911.5,81.0,1673.25,804.5,14.5,78.27499961853,1.2851376043782847
2004-05-05,07:00:00,3.5,1439.75,,19.10585555653207,1271.25,251.0,630.0,107.0,2163.0,1272.5,15.050000190735,76.825000762939,1.3060512016813248
2004-05-05,08:00:00,,1448.75,,21.952680637394874,1349.75,,570.5,,2264.0,1452.0,16.375000476837,70.824998855591,1.3087603802845653
2004-05-05,09:00:00,3.9,1384.25,,18.886468433195493,1265.0,255.0,619.75,124.0,2143.25,1307.25,16.375000476837,72.39999961853,1.3378644908494723
2004-05-05,10:00:00,2.9,1172.25,,13.024928299631267,1084.5,214.0,737.25,123.0,1875.75,1102.0,16.349999427795,68.60000038147,1.2656610156318073
2004-05-05,11:00:00,2.6,1142.75,,12.98013285612212,1083.0,190.0,735.0,120.0,1886.5,1082.5,17.199999809265,62.85000038147,1.2228165436387068
2004-05-05,12:00:00,3.0,1167.0,,14.547714339820427,1134.25,182.0,709.0,113.0,1920.25,1082.75,17.425000190735,61.125,1.2060273193244098
2004-05-05,13:00:00,3.7,1302.75,,19.69021852480539,1287.75,202.0,618.0,114.0,2115.5,1235.75,16.824999809265,66.774997711182,1.2691467635745926
2004-05-05,14:00:00,3.9,1263.5,,19.379394296492997,1279.0,224.0,630.5,120.0,2049.0,1222.75,17.299999713898,62.625,1.2260498826202422
2004-05-05,15:00:00,3.5,1241.5,,16.44582406398566,1193.25,221.0,683.75,125.0,1944.5,1174.75,17.474999904633,60.77499961853,1.2028557827076267
2004-05-05,16:00:00,2.4,1069.5,,11.221602522216635,1022.25,126.0,823.5,88.0,1740.0,933.25,17.5,59.150000572205,1.172514823347248
2004-05-05,17:00:00,1.6,980.75,,9.996638353840906,977.5,79.0,857.25,72.0,1681.75,834.75,17.674999713898,56.85000038147,1.139241340129519
2004-05-05,18:00:00,3.0,1198.0,,14.59473877353001,1135.75,137.0,716.75,103.0,1870.25,1291.25,17.074999809265,61.5,1.1872660145458567
2004-05-05,19:00:00,1.6,999.75,,8.468605670477224,918.25,68.0,881.25,67.0,1660.5,802.25,17.5,63.900001525879,1.266672836453227
2004-05-05,20:00:00,2.1,1109.5,,9.2417017512885,948.75,96.0,849.5,79.0,1733.0,841.5,15.899999856949,70.650001525879,1.2671874201276239
2004-05-05,21:00:00,1.8,1023.25,,6.935331178319356,854.0,111.0,917.75,89.0,1637.25,743.75,15.099999904633,75.050001144409,1.2799146558012278
2004-05-05,22:00:00,1.1,860.75,,3.7202080037691574,695.0,56.0,1130.0,67.0,1438.0,499.5,13.949999809265,72.549999237061,1.150204052804766
2004-05-05,23:00:00,1.5,968.75,,4.927070715920718,759.75,81.0,1059.0,83.0,1518.25,559.75,12.02499961853,79.75,1.1174929506511306
2004-05-06,00:00:00,1.4,897.75,,4.558016073200626,740.75,79.0,1085.0,76.0,1467.5,588.5,12.474999904633,75.825000762939,1.0937715789447922
2004-05-06,01:00:00,0.9,834.75,,3.3643452265751663,674.25,46.0,1201.0,58.0,1416.0,487.5,11.999999761581,75.049999237061,1.0499379275353058
2004-05-06,02:00:00,0.5,765.75,,1.246539295843928,522.5,19.0,1533.5,30.0,1310.0,387.0,12.600000143051,72.224998474121,1.0502549588262435
2004-05-06,03:00:00,0.4,742.5,,1.030001273285544,502.0,,1634.5,,1291.5,354.5,12.700000047684,71.64999961853,1.0486138123414475
2004-05-06,04:00:00,,758.25,,1.1867198553749903,517.0,15.0,1625.0,22.0,1294.0,350.75,13.100000143051,67.125,1.0079358747661407
2004-05-06,05:00:00,0.6,804.0,,2.2751172648303335,604.0,48.0,1365.75,50.0,1357.25,419.5,13.224999904633,64.574999809265,0.977441449593895
2004-05-06,06:00:00,1.3,948.0,,6.117608927663041,817.25,128.0,1048.25,92.0,1545.5,695.0,13.050000190735,65.574999809265,0.9815105144409265
2004-05-06,07:00:00,2.9,1204.0,,16.818967406464125,1204.5,193.0,728.5,101.0,1983.5,1138.75,14.650000095367,58.450000762939,0.968820844865274
2004-05-06,08:00:00,3.6,1230.75,,20.282070405442376,1304.25,203.0,652.25,121.0,2029.0,1314.75,15.900000095367,53.125,0.9528567763503439
2004-05-06,09:00:00,3.4,1175.75,,16.363388395708625,1190.75,220.0,704.5,130.0,1836.25,1216.5,17.924999713898,46.125,0.9387653489310995
2004-05-06,10:00:00,2.5,1042.5,,12.484395362586618,1066.25,161.0,788.75,114.0,1691.75,1014.25,20.224999904633,37.675000190735,0.8832849106035094
2004-05-06,11:00:00,2.1,992.25,,9.797264454790868,970.0,135.0,869.25,100.0,1624.0,883.75,18.5,42.799999237061,0.9026347193727094
2004-05-06,12:00:00,1.1,884.5,,5.176520430800061,772.25,57.0,1035.25,56.0,1450.0,523.5,13.0,64.25,0.9585998375249628
2004-05-06,13:00:00,1.8,990.75,,8.934099266185445,936.75,91.0,874.25,75.0,1580.5,644.0,15.124999523163,54.5,0.9309212958657492
2004-05-06,14:00:00,3.0,1181.5,,14.06559020792421,1118.75,219.0,732.75,121.0,1831.25,1032.25,13.649999856949,65.474999427795,1.0183650145322056
2004-05-06,15:00:00,3.1,1190.75,,12.720138818767603,1074.25,239.0,740.75,128.0,1816.0,1037.75,12.274999856949,78.324998855591,1.1153713090992483
2004-05-06,16:00:00,3.6,1271.5,,14.602582468637797,1136.0,209.0,729.5,139.0,1868.5,1076.5,12.700000047684,74.225002288818,1.0862995538802624
2004-05-06,17:00:00,3.3,1137.75,,12.389162076428056,1063.0,169.0,803.75,122.0,1727.5,982.5,14.425000190735,64.200001716614,1.0490442035140677
2004-05-06,18:00:00,1.8,1008.25,,9.364685579922574,953.5,92.0,891.75,92.0,1625.5,833.75,15.600000143051,58.325000762939,1.02656340090412
2004-05-06,19:00:00,2.1,1074.75,,11.005145178646261,1014.5,107.0,823.75,97.0,1721.75,949.0,14.975000143051,61.374999046326,1.0384586374436333
2004-05-06,20:00:00,2.2,1033.75,,8.876918559397476,934.5,122.0,869.5,98.0,1605.25,941.25,13.674999952316,65.824998855591,1.0254440141878056
2004-05-06,21:00:00,1.6,933.75,,6.629867075396747,840.5,100.0,972.75,93.0,1497.0,756.0,12.25,66.399998664856,0.9440330574892553
2004-05-06,22:00:00,0.9,883.25,,3.8971281280841183,705.0,51.0,1133.0,65.0,1421.5,654.5,15.400000333786,58.77499961853,1.0215251917475965
2004-05-06,23:00:00,1.8,1021.25,,7.322455859811446,870.75,93.0,938.0,81.0,1586.0,804.5,14.125,64.899997711182,1.040450363504737
2004-05-07,00:00:00,2.3,1058.75,,8.190742427541943,907.0,145.0,878.5,102.0,1579.0,969.5,13.800000190735,64.749999046326,1.0167745651747286
2004-05-07,01:00:00,2.0,1023.25,,7.480989319917876,877.5,106.0,895.75,91.0,1567.75,969.0,13.474999904633,67.75,1.042034299231812
2004-05-07,02:00:00,0.9,855.25,,3.2808838245676193,669.25,46.0,1160.0,56.0,1427.0,670.75,13.650000095367,69.39999961853,1.0794124981060171
2004-05-07,03:00:00,0.6,825.5,,2.4409510265512,615.5,,1227.25,,1383.5,575.0,13.925000190735,67.675000190735,1.0712083803887094
2004-05-07,04:00:00,,831.0,,2.246785504993861,602.0,32.0,1269.0,41.0,1385.75,535.25,14.0,67.825000762939,1.0787244543290306
2004-05-07,05:00:00,0.7,817.0,,2.795163092071645,639.0,51.0,1259.5,48.0,1363.75,488.75,14.575000047684,61.074999809265,1.007527174435397
2004-05-07,06:00:00,1.5,972.0,,7.528239978446694,879.5,89.0,963.5,72.0,1589.5,688.75,14.349999904633,60.549999237061,0.9847001167908843
2004-05-07,07:00:00,3.7,1199.75,,19.779412483740774,1290.25,214.0,656.75,106.0,2013.75,1196.0,14.900000095367,56.89999961853,0.9581841210979968
2004-05-07,08:00:00,4.2,1233.75,,22.13969348822825,1354.75,196.0,620.75,107.0,2095.0,1265.5,16.400000095367,50.175000190735,0.9286264880903082
2004-05-07,09:00:00,3.4,1164.0,,14.97326027475355,1147.75,224.0,741.0,127.0,1824.25,1129.5,16.049999713898,50.875,0.9211397953769992
2004-05-07,10:00:00,2.4,975.75,,9.332254224116117,952.25,174.0,877.75,114.0,1582.0,833.5,18.625,42.775000572205,0.9090931993666025
2004-05-07,11:00:00,1.3,843.5,,6.286409362355982,825.0,90.0,1026.5,101.0,1405.0,536.25,19.700000286102,33.675000190735,0.7645727982762358
2004-05-07,12:00:00,1.5,850.5,,8.153992895574259,905.5,89.0,988.5,95.0,1417.75,544.75,21.150000095367,27.675000190735,0.6863863184092346
2004-05-07,13:00:00,2.2,926.0,,10.873367154415865,1009.75,132.0,904.25,110.0,1525.75,720.25,19.650000572205,28.47500038147,0.6445329219384615
2004-05-07,14:00:00,1.8,890.25,,9.273998705674401,950.0,114.0,940.25,101.0,1459.75,655.25,19.775000095367,29.72500038147,0.6779958927508151
2004-05-07,15:00:00,1.9,920.75,,8.356986220752834,913.75,107.0,936.75,106.0,1480.75,613.75,19.22500038147,35.625,0.7856224936045648
2004-05-07,16:00:00,2.3,1052.25,,9.436203325826618,956.25,140.0,868.5,116.0,1600.0,725.25,14.225000143051,60.52499961853,0.9765041485220546
2004-05-07,17:00:00,3.6,1246.6666666667,,17.939742878171298,1237.6666666667,187.0,691.33333333333,124.0,1947.6666666667,1036.0,12.899999936422,69.133331298828,1.0248619578659992
2004-05-07,18:00:00,4.3,1205.0,,17.414946178036452,1222.25,222.0,683.5,133.0,1911.0,1127.25,12.675000190735,70.449998855591,1.0293960868180305
2004-05-07,19:00:00,2.2,1016.25,,10.461678833610193,994.75,117.0,857.25,96.0,1641.5,853.75,13.900000095367,62.675001144409,0.9904855119983395
2004-05-07,20:00:00,1.5,983.5,,7.522326710746406,879.25,89.0,939.5,85.0,1527.25,792.25,13.900000333786,62.949998855591,0.9948314584079991
2004-05-07,21:00:00,2.0,1041.0,,7.977364527024395,898.25,130.0,921.75,97.0,1594.5,890.5,13.424999952316,65.200000762939,0.9996132673698067
2004-05-07,22:00:00,2.0,1027.0,,7.712532646275954,887.25,133.0,926.5,97.0,1568.25,875.75,13.350000143051,64.649998664856,0.9864374901838869
2004-05-07,23:00:00,2.1,1025.25,,7.287422947152213,869.25,144.0,954.25,101.0,1530.75,851.0,13.299999713898,63.625000953674,0.9676968371103618
2004-05-08,00:00:00,1.5,983.75,,6.37429750967153,829.0,99.0,1003.25,85.0,1515.75,786.5,13.349999904633,61.824998855591,0.943333287408385
2004-05-08,01:00:00,2.2,969.25,,5.5604956576171745,791.0,102.0,1084.25,80.0,1445.5,711.0,13.625,59.699999809265,0.9270625907104935
2004-05-08,02:00:00,0.5,757.75,,1.5101335776236327,545.5,27.0,1482.5,33.0,1252.0,396.0,14.600000143051,53.300001144409,0.8806618585568551
2004-05-08,03:00:00,,766.75,,1.5310667470351977,547.25,,1481.75,,1239.0,374.75,14.349999904633,51.72500038147,0.8411827342429918
